lat,lon,month,solar_kwh_m2_day,wind_ms,temp_c
78.0,60.0,10,0.18,6.243,-17.61
78.0,60.0,11,0.0,6.257,-32.45
78.0,60.0,12,0.195,7.007,-40.92
78.0,75.0,1,0.311,6.595,-47.04
78.0,75.0,2,0.0,7.695,-42.77
78.0,75.0,3,1.303,6.168,-33.03
78.0,75.0,4,4.622,5.763,-16.98
78.0,75.0,5,7.286,5.985,-4.91
78.0,75.0,6,8.088,5.634,6.67
78.0,75.0,7,8.202,4.827,10.37
78.0,75.0,8,4.916,4.46,6.32
78.0,75.0,9,1.669,5.762,-5.51
78.0,75.0,10,0.037,5.677,-16.03
78.0,75.0,11,0.208,5.935,-32.53
78.0,75.0,12,0.154,6.568,-41.15
78.0,90.0,1,0.0,6.908,-47.34
78.0,90.0,2,0.053,6.166,-42.99
78.0,90.0,3,1.267,6.327,-31.57
78.0,90.0,4,4.445,5.636,-19.04
78.0,90.0,5,7.68,5.552,-5.09
78.0,90.0,6,8.011,4.641,6.67
78.0,90.0,7,7.925,4.568,10.21
78.0,90.0,8,5.026,5.658,6.88
78.0,90.0,9,1.882,5.707,-5.86
78.0,90.0,10,0.2,6.365,-16.1
78.0,90.0,11,0.0,6.192,-31.55
78.0,90.0,12,0.0,7.192,-41.97
78.0,105.0,1,0.107,7.723,-46.9
78.0,105.0,2,0.0,6.211,-44.83
78.0,105.0,3,1.514,6.359,-33.06
78.0,105.0,4,4.42,5.478,-19.45
78.0,105.0,5,7.568,5.356,-5.11
78.0,105.0,6,8.046,4.29,4.8
78.0,105.0,7,7.782,5.171,12.0
78.0,105.0,8,5.147,4.804,4.55
78.0,105.0,9,1.75,4.997,-6.33
78.0,105.0,10,0.384,5.414,-18.16
78.0,105.0,11,0.0,6.104,-32.24
78.0,105.0,12,0.01,6.843,-42.82
78.0,120.0,1,0.03,6.557,-48.47
78.0,120.0,2,0.0,6.562,-45.71
78.0,120.0,3,1.435,6.296,-35.49
78.0,120.0,4,4.579,5.555,-22.25
78.0,120.0,5,7.709,4.445,-6.15
78.0,120.0,6,8.085,4.939,2.58
78.0,120.0,7,7.884,4.362,6.95
78.0,120.0,8,4.986,4.619,2.76
78.0,120.0,9,1.707,5.161,-6.21
78.0,120.0,10,0.031,5.588,-19.42
78.0,120.0,11,0.019,6.315,-33.35
78.0,120.0,12,0.14,6.965,-44.44
78.0,135.0,1,0.015,6.788,-48.24
78.0,135.0,2,0.189,6.344,-44.44
78.0,135.0,3,1.26,5.83,-35.4
78.0,135.0,4,4.358,5.004,-24.08
78.0,135.0,5,7.75,5.663,-9.22
78.0,135.0,6,8.054,4.069,1.19
78.0,135.0,7,7.968,4.992,6.73
78.0,135.0,8,5.019,4.259,0.1
78.0,135.0,9,1.746,5.568,-7.28
78.0,135.0,10,0.248,6.089,-22.26
78.0,135.0,11,0.0,6.259,-35.3
78.0,135.0,12,0.0,6.249,-45.79
78.0,150.0,1,0.17,6.59,-47.59
78.0,150.0,2,0.008,6.403,-46.59
78.0,150.0,3,1.271,6.145,-36.47
78.0,150.0,4,4.436,5.385,-23.42
78.0,150.0,5,7.473,5.167,-10.53
78.0,150.0,6,7.793,4.545,1.11
78.0,150.0,7,8.04,4.102,3.78
78.0,150.0,8,4.876,4.411,-1.5
78.0,150.0,9,1.932,5.113,-10.67
78.0,150.0,10,0.0,5.858,-23.61
78.0,150.0,11,0.0,5.77,-37.2
78.0,150.0,12,0.0,6.773,-47.0
78.0,165.0,1,0.0,5.651,-50.37
78.0,165.0,2,0.0,6.536,-45.23
78.0,165.0,3,1.181,5.907,-37.52
78.0,165.0,4,4.341,5.311,-25.89
78.0,165.0,5,7.58,5.123,-10.28
78.0,165.0,6,7.819,4.321,-1.29
78.0,165.0,7,7.957,4.036,1.92
78.0,165.0,8,4.624,4.53,-0.19
78.0,165.0,9,1.67,4.661,-10.4
78.0,165.0,10,0.174,5.555,-24.65
78.0,165.0,11,0.0,6.313,-37.99
78.0,165.0,12,0.0,6.562,-46.56
80.0,-180.0,1,0.0,6.601,-53.39
80.0,-180.0,2,0.0,6.082,-49.09
80.0,-180.0,3,1.173,6.089,-38.89
80.0,-180.0,4,4.199,4.982,-26.05
80.0,-180.0,5,7.558,4.304,-14.78
80.0,-180.0,6,8.203,4.317,-2.22
80.0,-180.0,7,7.912,4.364,-0.06
80.0,-180.0,8,4.945,4.376,-1.04
80.0,-180.0,9,1.64,4.717,-13.85
80.0,-180.0,10,0.138,5.224,-26.32
80.0,-180.0,11,0.039,5.994,-37.92
80.0,-180.0,12,0.137,6.726,-48.69
80.0,-165.0,1,0.0,6.383,-52.59
80.0,-165.0,2,0.071,6.35,-47.93
80.0,-165.0,3,1.176,6.214,-39.29
80.0,-165.0,4,4.514,5.401,-24.38
80.0,-165.0,5,7.648,4.873,-12.29
80.0,-165.0,6,8.096,4.567,-2.72
80.0,-165.0,7,7.872,4.268,1.84
80.0,-165.0,8,4.898,4.424,-1.31
80.0,-165.0,9,1.534,4.536,-10.83
80.0,-165.0,10,0.391,4.944,-25.17
80.0,-165.0,11,0.0,5.76,-37.58
80.0,-165.0,12,0.0,6.161,-47.87
80.0,-150.0,1,0.078,6.536,-50.61
80.0,-150.0,2,0.293,6.006,-49.53
80.0,-150.0,3,1.04,6.519,-35.34
80.0,-150.0,4,4.546,5.103,-24.45
80.0,-150.0,5,7.463,5.312,-10.49
80.0,-150.0,6,8.031,4.658,0.39
80.0,-150.0,7,7.822,3.856,4.29
80.0,-150.0,8,4.951,4.164,-0.08
80.0,-150.0,9,1.66,4.713,-9.48
80.0,-150.0,10,0.161,5.579,-24.52
80.0,-150.0,11,0.0,5.612,-38.08
80.0,-150.0,12,0.0,6.27,-45.94
80.0,-135.0,1,0.0,6.288,-49.7
80.0,-135.0,2,0.04,6.755,-47.4
80.0,-135.0,3,1.0,5.536,-34.96
80.0,-135.0,4,4.356,5.412,-20.7
80.0,-135.0,5,7.835,4.894,-8.12
80.0,-135.0,6,8.289,3.828,1.07
80.0,-135.0,7,7.926,3.69,7.22
80.0,-135.0,8,5.058,5.106,3.11
80.0,-135.0,9,1.758,5.279,-7.48
80.0,-135.0,10,0.182,4.953,-22.56
80.0,-135.0,11,0.0,5.965,-36.4
80.0,-135.0,12,0.0,6.316,-47.01
80.0,-120.0,1,0.066,6.559,-48.22
80.0,-120.0,2,0.0,6.587,-47.78
80.0,-120.0,3,0.966,6.433,-34.47
80.0,-120.0,4,4.206,5.846,-20.28
80.0,-120.0,5,7.685,4.545,-8.42
80.0,-120.0,6,7.906,4.586,4.82
80.0,-120.0,7,7.698,4.574,7.89
80.0,-120.0,8,5.004,4.313,4.45
80.0,-120.0,9,1.506,4.862,-6.34
80.0,-120.0,10,0.191,5.424,-20.14
80.0,-120.0,11,0.131,5.438,-35.72
80.0,-120.0,12,0.057,6.52,-45.84
80.0,-105.0,1,0.0,6.806,-47.67
80.0,-105.0,2,0.0,6.787,-46.47
80.0,-105.0,3,0.939,5.793,-32.56
80.0,-105.0,4,4.598,6.01,-20.36
80.0,-105.0,5,7.474,5.189,-5.52
80.0,-105.0,6,8.139,4.334,6.28
80.0,-105.0,7,8.032,4.11,10.35
80.0,-105.0,8,5.055,4.577,4.96
80.0,-105.0,9,1.643,4.816,-6.32
80.0,-105.0,10,0.134,6.008,-20.28
80.0,-105.0,11,0.121,5.74,-34.53
80.0,-105.0,12,0.0,6.056,-43.56
80.0,-90.0,1,0.014,6.531,-49.18
80.0,-90.0,2,0.0,6.301,-46.41
80.0,-90.0,3,0.986,6.087,-33.6
80.0,-90.0,4,4.329,5.774,-20.2
80.0,-90.0,5,7.521,4.545,-4.8
80.0,-90.0,6,8.201,4.571,4.99
80.0,-90.0,7,7.938,3.857,7.69
80.0,-90.0,8,4.894,4.251,5.59
80.0,-90.0,9,1.447,4.855,-6.61
80.0,-90.0,10,0.075,5.901,-20.44
80.0,-90.0,11,0.15,5.521,-32.92
80.0,-90.0,12,0.0,6.334,-44.92
80.0,-75.0,1,0.103,7.289,-49.87
80.0,-75.0,2,0.131,6.445,-45.14
80.0,-75.0,3,1.059,5.659,-35.94
80.0,-75.0,4,4.568,5.516,-20.46
80.0,-75.0,5,7.719,4.443,-7.4
80.0,-75.0,6,8.181,4.615,2.52
80.0,-75.0,7,8.046,4.833,8.06
80.0,-75.0,8,5.056,4.407,4.35
80.0,-75.0,9,1.668,5.633,-8.27
80.0,-75.0,10,0.0,5.175,-21.55
80.0,-75.0,11,0.0,6.001,-35.62
80.0,-75.0,12,0.137,6.427,-45.98
80.0,-60.0,1,0.0,7.158,-49.7
80.0,-60.0,2,0.0,6.859,-47.81
80.0,-60.0,3,1.113,6.552,-37.81
80.0,-60.0,4,4.285,5.925,-21.31
80.0,-60.0,5,7.427,4.999,-8.98
80.0,-60.0,6,8.079,4.386,1.7
80.0,-60.0,7,7.854,4.74,6.25
80.0,-60.0,8,4.999,4.571,2.18
80.0,-60.0,9,1.655,5.601,-5.92
80.0,-60.0,10,0.082,4.739,-23.13
80.0,-60.0,11,0.128,6.1,-35.98
80.0,-60.0,12,0.0,6.848,-48.28
80.0,-45.0,1,0.0,6.974,-51.15
80.0,-45.0,2,0.122,7.086,-47.77
80.0,-45.0,3,0.82,6.266,-39.24
80.0,-45.0,4,4.521,5.786,-22.28
80.0,-45.0,5,7.489,5.596,-12.27
80.0,-45.0,6,7.994,4.632,2.78
80.0,-45.0,7,8.274,4.384,4.28
80.0,-45.0,8,5.014,4.812,0.6
80.0,-45.0,9,1.733,5.502,-9.5
80.0,-45.0,10,0.115,5.817,-25.33
80.0,-45.0,11,0.021,6.453,-39.88
80.0,-45.0,12,0.0,6.68,-49.43
80.0,-30.0,1,0.0,7.117,-50.68
80.0,-30.0,2,0.13,6.237,-49.09
80.0,-30.0,3,1.151,6.373,-39.68
80.0,-30.0,4,4.265,6.313,-25.36
80.0,-30.0,5,7.674,5.995,-10.25
80.0,-30.0,6,7.815,4.355,-3.08
80.0,-30.0,7,8.097,4.669,1.06
80.0,-30.0,8,4.96,4.468,-1.51
80.0,-30.0,9,1.482,5.81,-11.84
80.0,-30.0,10,0.114,5.188,-26.22
80.0,-30.0,11,0.114,6.088,-39.75
80.0,-30.0,12,0.0,6.556,-50.41
80.0,-15.0,1,0.0,7.188,-54.21
80.0,-15.0,2,0.0,6.379,-47.17
80.0,-15.0,3,1.09,6.212,-39.37
80.0,-15.0,4,4.403,6.057,-25.31
80.0,-15.0,5,7.729,5.178,-14.8
80.0,-15.0,6,8.237,5.259,-1.86
80.0,-15.0,7,8.169,5.201,-1.08
80.0,-15.0,8,5.114,5.99,-3.43
80.0,-15.0,9,1.656,5.606,-14.82
80.0,-15.0,10,0.03,6.215,-24.92
80.0,-15.0,11,0.0,6.902,-38.04
80.0,-15.0,12,0.0,7.156,-49.55
80.0,0.0,1,0.0,7.199,-53.26
80.0,0.0,2,0.0,7.123,-51.54
80.0,0.0,3,0.832,6.016,-40.43
80.0,0.0,4,4.194,6.009,-25.52
80.0,0.0,5,7.531,5.307,-13.78
80.0,0.0,6,8.105,5.422,-2.64
80.0,0.0,7,8.137,4.338,0.77
80.0,0.0,8,4.895,4.862,-2.69
80.0,0.0,9,1.506,6.387,-12.39
80.0,0.0,10,0.058,5.627,-25.95
80.0,0.0,11,0.149,6.918,-38.56
80.0,0.0,12,0.163,6.933,-49.74
80.0,15.0,1,0.205,6.45,-51.75
80.0,15.0,2,0.06,7.393,-49.31
80.0,15.0,3,1.12,6.77,-40.46
80.0,15.0,4,4.417,6.328,-24.69
80.0,15.0,5,7.742,5.584,-10.98
80.0,15.0,6,8.198,5.494,0.85
80.0,15.0,7,8.046,5.116,2.7
80.0,15.0,8,4.988,4.912,0.77
80.0,15.0,9,1.771,5.058,-11.52
80.0,15.0,10,0.094,6.329,-25.61
80.0,15.0,11,0.011,7.191,-39.74
80.0,15.0,12,0.131,7.162,-47.14
80.0,30.0,1,0.0,7.038,-50.84
80.0,30.0,2,0.021,6.581,-47.98
80.0,30.0,3,1.086,6.605,-38.04
80.0,30.0,4,4.435,5.843,-22.38
80.0,30.0,5,7.522,5.299,-10.47
80.0,30.0,6,7.989,5.392,0.31
80.0,30.0,7,8.06,5.493,3.18
80.0,30.0,8,5.099,5.616,-0.4
80.0,30.0,9,1.672,5.715,-9.86
80.0,30.0,10,0.114,6.206,-23.11
80.0,30.0,11,0.0,6.875,-39.62
80.0,30.0,12,0.0,7.261,-47.03
80.0,45.0,1,0.0,7.298,-49.59
80.0,45.0,2,0.025,7.668,-46.93
80.0,45.0,3,0.985,6.243,-36.68
80.0,45.0,4,4.479,5.962,-22.69
80.0,45.0,5,7.5,5.139,-7.79
80.0,45.0,6,7.791,4.434,3.04
80.0,45.0,7,8.124,4.969,7.97
80.0,45.0,8,5.142,5.733,2.56
80.0,45.0,9,1.578,5.548,-10.21
80.0,45.0,10,0.322,5.946,-21.57
80.0,45.0,11,0.039,6.646,-35.39
80.0,45.0,12,0.315,7.43,-47.31
80.0,60.0,1,0.091,7.038,-50.55
80.0,60.0,2,0.128,7.157,-45.82
80.0,60.0,3,0.874,6.737,-34.69
80.0,60.0,4,4.384,5.943,-20.47
80.0,60.0,5,7.491,5.374,-6.56
80.0,60.0,6,8.322,4.795,5.21
80.0,60.0,7,8.266,4.997,7.75
80.0,60.0,8,5.094,5.051,2.33
80.0,60.0,9,1.564,5.666,-6.12
80.0,60.0,10,0.108,6.459,-20.96
80.0,60.0,11,0.036,6.688,-35.3
80.0,60.0,12,0.22,6.859,-45.79
80.0,75.0,1,0.0,6.959,-50.89
80.0,75.0,2,0.0,7.098,-46.09
80.0,75.0,3,1.003,6.787,-35.73
80.0,75.0,4,4.556,6.108,-21.28
80.0,75.0,5,7.334,5.267,-7.01
80.0,75.0,6,8.196,4.785,4.4
80.0,75.0,7,8.026,4.648,9.14
80.0,75.0,8,5.224,5.11,4.92
80.0,75.0,9,1.585,5.905,-5.09
80.0,75.0,10,0.317,6.408,-20.94
80.0,75.0,11,0.066,6.541,-33.84
80.0,75.0,12,0.0,7.31,-44.6
80.0,90.0,1,0.188,7.003,-49.34
80.0,90.0,2,0.0,6.755,-47.23
80.0,90.0,3,0.939,6.031,-34.11
80.0,90.0,4,4.331,6.362,-20.77
80.0,90.0,5,7.489,5.458,-5.24
80.0,90.0,6,8.168,4.976,5.85
80.0,90.0,7,7.818,4.833,8.68
80.0,90.0,8,5.02,5.387,4.26
80.0,90.0,9,1.634,5.23,-6.62
80.0,90.0,10,0.348,6.307,-19.65
80.0,90.0,11,0.0,6.252,-35.61
80.0,90.0,12,0.022,6.721,-45.8
80.0,105.0,1,0.0,6.881,-50.87
80.0,105.0,2,0.139,6.917,-47.72
80.0,105.0,3,1.236,6.208,-35.82
80.0,105.0,4,4.503,5.836,-22.19
80.0,105.0,5,7.438,5.24,-8.64
80.0,105.0,6,7.908,5.281,3.79
80.0,105.0,7,8.244,5.1,7.76
80.0,105.0,8,5.034,4.217,3.42
80.0,105.0,9,1.828,5.777,-7.82
80.0,105.0,10,0.181,5.953,-22.18
80.0,105.0,11,0.256,6.214,-34.1
80.0,105.0,12,0.0,6.738,-46.1
80.0,120.0,1,0.144,6.248,-50.18
80.0,120.0,2,0.061,6.706,-47.3
80.0,120.0,3,1.101,6.632,-35.56
80.0,120.0,4,4.302,5.583,-22.67
80.0,120.0,5,7.361,5.836,-8.56
80.0,120.0,6,7.855,4.768,1.88
80.0,120.0,7,8.056,4.141,4.74
80.0,120.0,8,4.82,4.443,3.24
80.0,120.0,9,1.573,4.933,-6.35
80.0,120.0,10,0.158,6.096,-21.55
80.0,120.0,11,0.0,6.396,-37.48
80.0,120.0,12,0.231,6.52,-47.89
80.0,135.0,1,0.05,6.975,-51.23
80.0,135.0,2,0.0,6.665,-48.67
80.0,135.0,3,1.222,6.179,-38.24
80.0,135.0,4,4.268,5.69,-22.29
80.0,135.0,5,7.692,5.116,-10.28
80.0,135.0,6,7.88,5.122,-2.33
80.0,135.0,7,8.031,4.099,3.74
80.0,135.0,8,4.878,5.293,0.89
80.0,135.0,9,1.558,5.153,-9.64
80.0,135.0,10,0.102,5.478,-22.3
80.0,135.0,11,0.149,6.181,-37.62
80.0,135.0,12,0.165,6.555,-47.85
80.0,150.0,1,0.166,7.061,-51.36
80.0,150.0,2,0.0,6.567,-48.53
80.0,150.0,3,1.067,6.181,-38.41
80.0,150.0,4,4.473,6.064,-25.7
80.0,150.0,5,7.656,5.163,-11.3
80.0,150.0,6,8.199,4.548,-0.87
80.0,150.0,7,8.14,5.111,1.93
80.0,150.0,8,5.118,5.403,-2.51
80.0,150.0,9,1.381,4.746,-11.2
80.0,150.0,10,0.343,5.262,-25.18
80.0,150.0,11,0.0,5.983,-39.73
80.0,150.0,12,0.0,6.587,-49.72
80.0,165.0,1,0.047,5.977,-54.0
80.0,165.0,2,0.043,6.665,-48.86
80.0,165.0,3,1.137,6.356,-37.97
80.0,165.0,4,4.713,4.842,-22.98
80.0,165.0,5,7.299,5.084,-12.63
80.0,165.0,6,8.051,4.41,-2.07
80.0,165.0,7,7.938,4.287,0.29
80.0,165.0,8,5.087,4.403,-3.26
80.0,165.0,9,1.701,5.298,-12.82
80.0,165.0,10,0.007,5.564,-27.22
80.0,165.0,11,0.049,6.477,-40.41
80.0,165.0,12,0.231,6.93,-50.02
82.0,-180.0,1,0.0,6.283,-54.95
82.0,-180.0,2,0.117,6.412,-53.25
82.0,-180.0,3,0.722,6.674,-42.3
82.0,-180.0,4,4.32,5.349,-26.04
82.0,-180.0,5,7.783,4.833,-15.84
82.0,-180.0,6,8.04,4.596,-2.47
82.0,-180.0,7,7.815,4.029,-1.59
82.0,-180.0,8,5.117,4.426,-3.21
82.0,-180.0,9,1.36,4.538,-13.5
82.0,-180.0,10,0.101,5.387,-27.78
82.0,-180.0,11,0.048,6.208,-41.98
82.0,-180.0,12,0.0,6.796,-51.67
82.0,-165.0,1,0.039,6.505,-54.89
82.0,-165.0,2,0.107,5.994,-51.64
82.0,-165.0,3,0.918,6.093,-43.01
82.0,-165.0,4,4.287,5.504,-27.71
82.0,-165.0,5,7.519,4.914,-12.63
82.0,-165.0,6,8.031,4.563,-1.47
82.0,-165.0,7,8.142,4.834,2.39
82.0,-165.0,8,5.074,3.991,-3.11
82.0,-165.0,9,1.45,5.018,-12.05
82.0,-165.0,10,0.0,5.77,-26.39
82.0,-165.0,11,0.0,6.213,-40.38
82.0,-165.0,12,0.0,5.953,-50.43
82.0,-150.0,1,0.0,6.241,-54.8
82.0,-150.0,2,0.036,6.819,-49.47
82.0,-150.0,3,0.906,5.512,-41.94
82.0,-150.0,4,4.353,5.256,-25.89
82.0,-150.0,5,7.833,5.07,-11.35
82.0,-150.0,6,8.223,5.384,-0.86
82.0,-150.0,7,7.953,4.0,2.33
82.0,-150.0,8,5.192,4.287,-0.11
82.0,-150.0,9,1.322,5.007,-10.07
82.0,-150.0,10,0.215,5.609,-25.91
82.0,-150.0,11,0.036,5.93,-40.87
82.0,-150.0,12,0.0,6.649,-50.29
82.0,-135.0,1,0.119,6.499,-53.05
82.0,-135.0,2,0.186,6.882,-48.88
82.0,-135.0,3,0.993,6.129,-39.13
82.0,-135.0,4,4.426,5.049,-25.45
82.0,-135.0,5,7.448,4.777,-9.71
82.0,-135.0,6,7.932,4.458,1.32
82.0,-135.0,7,8.208,4.503,7.12
82.0,-135.0,8,4.921,4.494,1.81
82.0,-135.0,9,1.397,4.731,-10.46
82.0,-135.0,10,0.024,5.622,-23.5
82.0,-135.0,11,0.219,6.142,-38.33
82.0,-135.0,12,0.0,6.197,-50.81
82.0,-120.0,1,0.0,6.231,-55.51
82.0,-120.0,2,0.192,6.304,-48.57
82.0,-120.0,3,0.867,6.132,-39.94
82.0,-120.0,4,4.486,4.863,-23.15
82.0,-120.0,5,7.555,5.024,-6.79
82.0,-120.0,6,7.935,4.092,5.25
82.0,-120.0,7,8.037,4.021,5.85
82.0,-120.0,8,4.95,4.983,3.52
82.0,-120.0,9,1.379,5.101,-9.08
82.0,-120.0,10,0.107,5.58,-22.79
82.0,-120.0,11,0.0,5.97,-37.89
82.0,-120.0,12,0.128,6.499,-46.71
82.0,-105.0,1,0.0,6.417,-52.3
82.0,-105.0,2,0.092,6.353,-48.07
82.0,-105.0,3,0.927,5.758,-37.45
82.0,-105.0,4,4.375,5.883,-22.14
82.0,-105.0,5,7.704,4.832,-7.39
82.0,-105.0,6,8.105,4.764,4.13
82.0,-105.0,7,8.102,4.796,7.72
82.0,-105.0,8,4.924,4.862,6.24
82.0,-105.0,9,1.29,5.268,-7.1
82.0,-105.0,10,0.004,5.183,-23.87
82.0,-105.0,11,0.065,5.59,-39.22
82.0,-105.0,12,0.064,6.256,-48.74
82.0,-90.0,1,0.0,6.9,-54.11
82.0,-90.0,2,0.0,6.704,-49.14
82.0,-90.0,3,0.788,5.484,-38.28
82.0,-90.0,4,4.377,5.449,-22.43
82.0,-90.0,5,7.48,5.248,-7.43
82.0,-90.0,6,8.116,4.924,5.22
82.0,-90.0,7,8.053,4.547,8.35
82.0,-90.0,8,5.01,4.363,4.88
82.0,-90.0,9,1.428,5.188,-6.26
82.0,-90.0,10,0.001,4.835,-24.22
82.0,-90.0,11,0.249,5.976,-37.27
82.0,-90.0,12,0.042,6.467,-49.55
82.0,-75.0,1,0.0,6.09,-54.59
82.0,-75.0,2,0.0,6.334,-48.16
82.0,-75.0,3,0.883,6.282,-37.33
82.0,-75.0,4,4.297,5.581,-23.27
82.0,-75.0,5,7.749,5.684,-6.64
82.0,-75.0,6,7.847,4.775,1.94
82.0,-75.0,7,8.122,4.016,4.64
82.0,-75.0,8,5.161,4.253,1.82
82.0,-75.0,9,1.293,4.889,-8.13
82.0,-75.0,10,0.075,5.116,-24.38
82.0,-75.0,11,0.171,6.16,-37.89
82.0,-75.0,12,0.0,6.886,-47.72
82.0,-60.0,1,0.138,6.948,-54.6
82.0,-60.0,2,0.048,6.749,-50.65
82.0,-60.0,3,0.749,5.918,-39.01
82.0,-60.0,4,4.402,5.759,-24.5
82.0,-60.0,5,7.658,5.045,-10.57
82.0,-60.0,6,8.17,4.7,1.07
82.0,-60.0,7,7.995,4.537,4.22
82.0,-60.0,8,5.187,4.882,0.8
82.0,-60.0,9,1.314,5.066,-9.47
82.0,-60.0,10,0.0,5.966,-24.04
82.0,-60.0,11,0.0,6.424,-39.57
82.0,-60.0,12,0.0,6.149,-49.94
82.0,-45.0,1,0.0,7.132,-55.92
82.0,-45.0,2,0.0,6.213,-51.96
82.0,-45.0,3,0.79,6.408,-38.69
82.0,-45.0,4,4.32,5.941,-25.52
82.0,-45.0,5,7.579,5.549,-11.13
82.0,-45.0,6,8.139,4.86,-1.74
82.0,-45.0,7,8.176,5.264,1.9
82.0,-45.0,8,4.879,5.146,-0.16
82.0,-45.0,9,1.309,5.156,-11.55
82.0,-45.0,10,0.05,5.887,-26.84
82.0,-45.0,11,0.113,6.09,-40.13
82.0,-45.0,12,0.0,7.006,-50.84
82.0,-30.0,1,0.0,7.415,-54.12
82.0,-30.0,2,0.0,6.903,-52.67
82.0,-30.0,3,0.779,6.925,-40.41
82.0,-30.0,4,4.337,6.318,-26.95
82.0,-30.0,5,7.611,5.688,-13.19
82.0,-30.0,6,8.163,4.84,-4.09
82.0,-30.0,7,8.031,4.414,-0.25
82.0,-30.0,8,5.086,4.609,-2.96
82.0,-30.0,9,1.397,5.544,-13.77
82.0,-30.0,10,0.0,6.212,-28.98
82.0,-30.0,11,0.0,6.466,-41.9
82.0,-30.0,12,0.0,7.542,-51.69
82.0,-15.0,1,0.0,6.334,-55.23
82.0,-15.0,2,0.167,7.918,-54.42
82.0,-15.0,3,0.772,7.042,-40.9
82.0,-15.0,4,4.281,5.82,-28.64
82.0,-15.0,5,7.699,5.276,-14.8
82.0,-15.0,6,8.169,5.045,-5.09
82.0,-15.0,7,8.079,4.841,-1.11
82.0,-15.0,8,5.189,5.034,-4.4
82.0,-15.0,9,1.405,5.201,-13.92
82.0,-15.0,10,0.097,5.487,-28.03
82.0,-15.0,11,0.215,6.383,-40.73
82.0,-15.0,12,0.0,6.566,-52.15
82.0,0.0,1,0.164,7.844,-56.49
82.0,0.0,2,0.0,7.573,-52.4
82.0,0.0,3,0.78,7.109,-41.81
82.0,0.0,4,4.266,5.666,-29.41
82.0,0.0,5,7.674,5.998,-13.82
82.0,0.0,6,8.072,4.4,-5.44
82.0,0.0,7,8.41,5.124,0.25
82.0,0.0,8,5.038,4.946,-5.44
82.0,0.0,9,1.635,5.359,-13.55
82.0,0.0,10,0.0,6.066,-28.66
82.0,0.0,11,0.246,6.31,-42.27
82.0,0.0,12,0.0,6.681,-52.02
82.0,15.0,1,0.048,7.365,-54.28
82.0,15.0,2,0.0,6.588,-52.23
82.0,15.0,3,0.803,6.453,-41.06
82.0,15.0,4,4.566,5.589,-26.47
82.0,15.0,5,7.392,6.217,-14.13
82.0,15.0,6,8.212,5.267,-1.19
82.0,15.0,7,8.041,5.239,-0.28
82.0,15.0,8,4.981,5.83,-3.05
82.0,15.0,9,1.41,5.111,-11.81
82.0,15.0,10,0.368,6.464,-27.63
82.0,15.0,11,0.104,7.053,-41.87
82.0,15.0,12,0.105,6.924,-52.42
82.0,30.0,1,0.005,7.818,-54.76
82.0,30.0,2,0.084,7.395,-50.86
82.0,30.0,3,0.574,6.881,-40.86
82.0,30.0,4,4.467,6.74,-25.65
82.0,30.0,5,7.709,5.631,-11.94
82.0,30.0,6,8.154,5.813,-1.37
82.0,30.0,7,7.933,5.387,3.26
82.0,30.0,8,4.967,5.251,-1.46
82.0,30.0,9,1.523,5.306,-11.95
82.0,30.0,10,0.184,6.583,-25.45
82.0,30.0,11,0.091,7.17,-38.07
82.0,30.0,12,0.0,6.988,-50.31
82.0,45.0,1,0.0,7.216,-55.13
82.0,45.0,2,0.065,6.784,-49.84
82.0,45.0,3,0.636,6.88,-36.9
82.0,45.0,4,4.234,6.983,-23.84
82.0,45.0,5,7.679,6.595,-12.39
82.0,45.0,6,7.883,4.867,0.96
82.0,45.0,7,7.977,4.392,5.39
82.0,45.0,8,4.994,4.969,2.31
82.0,45.0,9,1.259,5.548,-9.74
82.0,45.0,10,0.0,6.398,-25.49
82.0,45.0,11,0.071,6.442,-40.07
82.0,45.0,12,0.016,7.232,-50.74
82.0,60.0,1,0.176,6.852,-53.01
82.0,60.0,2,0.047,7.076,-49.12
82.0,60.0,3,0.876,6.739,-37.3
82.0,60.0,4,4.326,6.597,-20.97
82.0,60.0,5,7.704,5.274,-7.94
82.0,60.0,6,8.24,5.022,3.02
82.0,60.0,7,8.037,5.446,5.92
82.0,60.0,8,5.086,5.209,3.06
82.0,60.0,9,1.344,5.132,-10.2
82.0,60.0,10,0.0,6.278,-23.92
82.0,60.0,11,0.097,7.22,-38.12
82.0,60.0,12,0.0,7.111,-49.08
82.0,75.0,1,0.131,7.26,-52.45
82.0,75.0,2,0.0,7.449,-49.41
82.0,75.0,3,0.57,6.838,-36.12
82.0,75.0,4,4.243,6.776,-23.21
82.0,75.0,5,7.774,5.61,-7.4
82.0,75.0,6,8.027,4.924,3.9
82.0,75.0,7,8.057,4.979,9.62
82.0,75.0,8,4.879,5.205,2.4
82.0,75.0,9,1.334,4.996,-7.04
82.0,75.0,10,0.128,6.129,-23.44
82.0,75.0,11,0.0,6.723,-35.75
82.0,75.0,12,0.233,7.564,-47.95
82.0,90.0,1,0.0,7.557,-52.29
82.0,90.0,2,0.109,6.868,-48.07
82.0,90.0,3,0.8,7.051,-36.44
82.0,90.0,4,4.262,5.714,-23.25
82.0,90.0,5,7.704,5.766,-8.38
82.0,90.0,6,8.17,5.625,3.04
82.0,90.0,7,7.891,5.042,9.28
82.0,90.0,8,4.756,5.418,5.17
